Article ID	Year	Word Count	Archi Count	Archi Y/N	Archi Words	Ocean Count	Ocean Y/N	Ocean Words	Island Count	Island Y/N	Island Words	Continent Count	Continent Y/N	Continent Words	Water Count	Water Y/N	Sea Count	Sea Y/N	Mainland Count	Mainland Y/N	Mainland Words	Insular Count	Insular Y/N	Insular Words	Transnational Count	Transnational Y/N	Transnational Words	Pacific Count	Pacific Y/N	Pacific Words	Atlantic Count	Atlantic Y/N	Atlantic Words
1964_51_2_326-327_1888040	1964	534	0	0	[]	0	0	[]	0	0	[]	0	0	[]	0	0	0	0	0	0	[]	0	0	[]	0	0	[]	0	0	[]	0	0	[]
1964_51_2_327-329_1888041	1964	726	0	0	[]	0	0	[]	0	0	[]	0	0	[]	0	0	0	0	0	0	[]	0	0	[]	0	0	[]	0	0	[]	0	0	[]
1964_51_2_329-330_1888042	1964	710	0	0	[]	0	0	[]	0	0	[]	0	0	[]	0	0	0	0	0	0	[]	0	0	[]	0	0	[]	0	0	[]	0	0	[]
1964_51_2_330-331_1888043	1964	379	0	0	[]	0	0	[]	0	0	[]	0	0	[]	0	0	0	0	0	0	[]	0	0	[]	0	0	[]	0	0	[]	0	0	[]
1964_51_2_331-350_1888044	1964	8070	0	0	[]	0	0	[]	0	0	[]	4	1	['Continental', 'Continental', 'continent', 'continents']	0	0	0	0	0	0	[]	0	0	[]	0	0	[]	1	1	['Pacific']	0	0	[]
1964_51_2_351-380_1888045	1964	11535	0	0	[]	0	0	[]	1	1	['Island']	3	1	['continents', 'Continental', 'Continental']	0	0	0	0	0	0	[]	0	0	[]	0	0	[]	6	1	['Pacific', 'Pacific', 'Pacific', 'Pacific', 'Pacific', 'Pacific']	3	1	['Atlantic', 'Atlantic', 'Atlantic']
1964_51_2_380-386_1888046	1964	2743	0	0	[]	0	0	[]	0	0	[]	0	0	[]	0	0	0	0	0	0	[]	0	0	[]	0	0	[]	0	0	[]	0	0	[]
1964_51_3_391-403_1894892	1964	6761	0	0	[]	1	1	['Ocean']	0	0	[]	0	0	[]	0	0	1	1	0	0	[]	0	0	[]	0	0	[]	0	0	[]	0	0	[]
1964_51_3_404-417_1894893	1964	6604	0	0	[]	2	1	['ocean', 'ocean']	1	1	['island']	1	1	['continental']	0	0	1	1	0	0	[]	0	0	[]	0	0	[]	0	0	[]	1	1	['Atlantic']
1964_51_3_418-434_1894894	1964	8498	0	0	[]	12	1	['Ocean', 'Ocean', 'Ocean', 'Ocean', 'Ocean', 'Ocean', 'Ocean', 'Ocean', 'Ocean', 'Ocean', 'Ocean', 'Ocean']	0	0	[]	0	0	[]	0	0	0	0	0	0	[]	0	0	[]	0	0	[]	0	0	[]	2	1	['Atlantic', 'Atlantic']
1964_51_3_435-459_1894895	1964	11545	0	0	[]	0	0	[]	0	0	[]	0	0	[]	0	0	0	0	0	0	[]	0	0	[]	0	0	[]	0	0	[]	1	1	['Atlantic']
1964_51_3_460-475_1894896	1964	7243	0	0	[]	0	0	[]	0	0	[]	0	0	[]	0	0	0	0	0	0	[]	0	0	[]	0	0	[]	0	0	[]	2	1	['Atlantic', 'Atlantic']
1964_51_3_476-481_1894897	1964	2627	0	0	[]	0	0	[]	0	0	[]	0	0	[]	1	1	0	0	0	0	[]	0	0	[]	0	0	[]	0	0	[]	0	0	[]
1964_51_3_482-483_1894898	1964	596	0	0	[]	0	0	[]	0	0	[]	0	0	[]	0	0	0	0	0	0	[]	0	0	[]	0	0	[]	0	0	[]	0	0	[]
1964_51_3_483-485_1894899	1964	1207	0	0	[]	0	0	[]	0	0	[]	0	0	[]	0	0	0	0	0	0	[]	0	0	[]	0	0	[]	0	0	[]	0	0	[]
1964_51_3_485-487_1894900	1964	720	0	0	[]	0	0	[]	0	0	[]	0	0	[]	0	0	0	0	0	0	[]	0	0	[]	0	0	[]	0	0	[]	0	0	[]
1964_51_3_487-488_1894901	1964	727	0	0	[]	0	0	[]	0	0	[]	0	0	[]	0	0	0	0	0	0	[]	0	0	[]	0	0	[]	0	0	[]	0	0	[]
1964_51_3_488-489_1894902	1964	514	0	0	[]	0	0	[]	0	0	[]	1	1	['continental']	0	0	0	0	0	0	[]	0	0	[]	0	0	[]	0	0	[]	0	0	[]
1964_51_3_490-491_1894903	1964	659	0	0	[]	0	0	[]	0	0	[]	0	0	[]	0	0	0	0	0	0	[]	0	0	[]	0	0	[]	0	0	[]	0	0	[]
