Article ID	Year	Word Count	Archi Count	Archi Y/N	Archi Words	Ocean Count	Ocean Y/N	Ocean Words	Island Count	Island Y/N	Island Words	Continent Count	Continent Y/N	Continent Words	Water Count	Water Y/N	Sea Count	Sea Y/N	Mainland Count	Mainland Y/N	Mainland Words	Insular Count	Insular Y/N	Insular Words	Transnational Count	Transnational Y/N	Transnational Words	Pacific Count	Pacific Y/N	Pacific Words	Atlantic Count	Atlantic Y/N	Atlantic Words
1950_2_2_185-187_3031458	1950	1071	0	0	[]	0	0	[]	0	0	[]	0	0	[]	0	0	0	0	0	0	[]	0	0	[]	0	0	[]	0	0	[]	0	0	[]
1950_2_2_188-192_3031459	1950	2114	0	0	[]	0	0	[]	0	0	[]	0	0	[]	0	0	0	0	0	0	[]	0	0	[]	0	0	[]	0	0	[]	0	0	[]
1950_2_2_99-111_3031447	1950	5022	0	0	[]	0	0	[]	2	1	['Isles', 'Isle-Adam']	1	1	['continent']	0	0	0	0	0	0	[]	0	0	[]	0	0	[]	0	0	[]	0	0	[]
1950_2_3_195-213_3031337	1950	8098	0	0	[]	0	0	[]	0	0	[]	0	0	[]	0	0	0	0	0	0	[]	0	0	[]	0	0	[]	0	0	[]	1	1	['Atlantic']
1950_2_3_214-226_3031338	1950	5329	0	0	[]	3	1	['Oceania', 'Oceania', 'Oceania']	0	0	[]	0	0	[]	0	0	1	1	0	0	[]	0	0	[]	0	0	[]	0	0	[]	0	0	[]
1950_2_3_227-233_3031339	1950	2537	0	0	[]	0	0	[]	0	0	[]	0	0	[]	0	0	0	0	0	0	[]	0	0	[]	0	0	[]	2	1	['Panama-Pacific', 'Panama-Pacific']	0	0	[]
1950_2_3_234-250_3031340	1950	7224	0	0	[]	0	0	[]	0	0	[]	2	1	['continent', 'continent']	1	1	0	0	0	0	[]	0	0	[]	0	0	[]	0	0	[]	0	0	[]
1950_2_3_251-258_3031341	1950	2788	0	0	[]	1	1	['oceans']	0	0	[]	1	1	['continent']	0	0	0	0	0	0	[]	0	0	[]	0	0	[]	0	0	[]	0	0	[]
1950_2_3_259-269_3031342	1950	4417	0	0	[]	2	1	['ocean', 'ocean']	0	0	[]	2	1	['continent', 'continental']	0	0	6	1	0	0	[]	0	0	[]	0	0	[]	3	1	['Pacific', 'Pacific', 'Pacific']	0	0	[]
1950_2_3_270-278_3031343	1950	3630	0	0	[]	0	0	[]	0	0	[]	0	0	[]	0	0	0	0	0	0	[]	0	0	[]	0	0	[]	0	0	[]	1	1	['Atlantic']
1950_2_3_279-282_3031344	1950	1278	0	0	[]	0	0	[]	0	0	[]	2	1	['continent', 'continental']	0	0	1	1	0	0	[]	0	0	[]	0	0	[]	1	1	['Pacific']	1	1	['Atlantic']
1950_2_3_282-284_3031345	1950	795	0	0	[]	0	0	[]	0	0	[]	0	0	[]	0	0	0	0	0	0	[]	0	0	[]	0	0	[]	0	0	[]	0	0	[]
1950_2_3_284-285_3031346	1950	634	0	0	[]	0	0	[]	0	0	[]	1	1	['continent']	0	0	0	0	0	0	[]	0	0	[]	0	0	[]	0	0	[]	0	0	[]
1950_2_3_286-288_3031347	1950	1056	0	0	[]	0	0	[]	0	0	[]	0	0	[]	0	0	0	0	0	0	[]	0	0	[]	0	0	[]	0	0	[]	0	0	[]
1950_2_4_291-302_3031221	1950	4498	0	0	[]	0	0	[]	0	0	[]	1	1	['continent']	0	0	0	0	0	0	[]	0	0	[]	0	0	[]	0	0	[]	0	0	[]
1950_2_4_303-321_3031222	1950	7717	0	0	[]	0	0	[]	0	0	[]	2	1	['continentalism', 'Continentalism']	0	0	0	0	0	0	[]	0	0	[]	0	0	[]	0	0	[]	0	0	[]
1950_2_4_322-328_3031223	1950	3160	0	0	[]	0	0	[]	0	0	[]	0	0	[]	0	0	0	0	0	0	[]	0	0	[]	0	0	[]	0	0	[]	0	0	[]
1950_2_4_329-339_3031224	1950	4657	0	0	[]	0	0	[]	0	0	[]	0	0	[]	0	0	0	0	0	0	[]	0	0	[]	0	0	[]	0	0	[]	0	0	[]
1950_2_4_340-352_3031225	1950	5281	0	0	[]	0	0	[]	0	0	[]	0	0	[]	2	1	0	0	0	0	[]	0	0	[]	0	0	[]	0	0	[]	0	0	[]
1950_2_4_353-358_3031226	1950	2140	0	0	[]	0	0	[]	0	0	[]	0	0	[]	0	0	0	0	0	0	[]	0	0	[]	0	0	[]	0	0	[]	0	0	[]
1950_2_4_359-371_3031227	1950	5297	0	0	[]	0	0	[]	0	0	[]	0	0	[]	0	0	0	0	0	0	[]	0	0	[]	0	0	[]	0	0	[]	0	0	[]
1950_2_4_372-375_3031228	1950	1721	0	0	[]	0	0	[]	0	0	[]	0	0	[]	0	0	0	0	0	0	[]	0	0	[]	0	0	[]	0	0	[]	0	0	[]
1950_2_4_376-377_3031229	1950	654	0	0	[]	0	0	[]	0	0	[]	0	0	[]	0	0	0	0	0	0	[]	0	0	[]	0	0	[]	0	0	[]	0	0	[]
1950_2_4_377-379_3031230	1950	594	0	0	[]	0	0	[]	0	0	[]	0	0	[]	0	0	0	0	0	0	[]	0	0	[]	0	0	[]	0	0	[]	0	0	[]
1950_2_4_379-381_3031231	1950	927	0	0	[]	0	0	[]	0	0	[]	0	0	[]	0	0	0	0	0	0	[]	0	0	[]	0	0	[]	0	0	[]	0	0	[]
1950_2_4_381-381_3031232	1950	199	0	0	[]	0	0	[]	0	0	[]	0	0	[]	0	0	0	0	0	0	[]	0	0	[]	0	0	[]	0	0	[]	0	0	[]
1950_2_4_382-384_3031233	1950	752	0	0	[]	0	0	[]	0	0	[]	0	0	[]	0	0	0	0	0	0	[]	0	0	[]	0	0	[]	0	0	[]	0	0	[]
1951_3_1_14-21_3031183	1951	3340	0	0	[]	0	0	[]	12	1	["Island's", 'Island', 'Island', 'Island', 'Island', 'Island', 'Island', 'Island', 'Island', 'Island', 'Island', 'Island']	0	0	[]	1	1	1	1	0	0	[]	0	0	[]	0	0	[]	0	0	[]	0	0	[]
1951_3_1_22-35_3031184	1951	6335	0	0	[]	0	0	[]	2	1	['Lisle', 'Lisle']	3	1	['Continent', 'continental', 'Continent']	1	1	0	0	0	0	[]	0	0	[]	0	0	[]	0	0	[]	2	1	['Atlantic', '16Atlantic']
1951_3_1_3-13_3031182	1951	5070	0	0	[]	0	0	[]	1	1	['island']	0	0	[]	0	0	0	0	0	0	[]	0	0	[]	0	0	[]	0	0	[]	0	0	[]
1951_3_1_36-51_3031185	1951	6254	0	0	[]	0	0	[]	0	0	[]	0	0	[]	0	0	0	0	0	0	[]	0	0	[]	0	0	[]	0	0	[]	1	1	['Atlantic']
1951_3_1_52-68_3031186	1951	7570	0	0	[]	2	1	['Crocean', 'Crocean']	0	0	[]	1	1	['continent']	0	0	0	0	0	0	[]	0	0	[]	0	0	[]	0	0	[]	0	0	[]
1951_3_1_69-80_3031187	1951	5401	0	0	[]	0	0	[]	0	0	[]	1	1	['continental']	0	0	0	0	0	0	[]	0	0	[]	0	0	[]	0	0	[]	0	0	[]
1951_3_1_81-87_3031188	1951	3193	0	0	[]	0	0	[]	0	0	[]	0	0	[]	0	0	0	0	0	0	[]	0	0	[]	0	0	[]	0	0	[]	0	0	[]
1951_3_1_87-90_3031189	1951	1317	0	0	[]	0	0	[]	0	0	[]	0	0	[]	0	0	0	0	0	0	[]	0	0	[]	0	0	[]	0	0	[]	0	0	[]
1951_3_1_90-92_3031190	1951	1082	0	0	[]	0	0	[]	0	0	[]	0	0	[]	0	0	0	0	0	0	[]	0	0	[]	0	0	[]	0	0	[]	0	0	[]
1951_3_1_92-94_3031191	1951	771	0	0	[]	0	0	[]	0	0	[]	0	0	[]	0	0	0	0	0	0	[]	0	0	[]	0	0	[]	0	0	[]	0	0	[]
1951_3_1_94-95_3031192	1951	471	0	0	[]	0	0	[]	0	0	[]	0	0	[]	0	0	0	0	0	0	[]	0	0	[]	0	0	[]	0	0	[]	0	0	[]
1951_3_2_115-126_3031236	1951	4414	0	0	[]	2	1	['oceanographer', 'ocean']	2	1	['Isle', 'Isle']	1	1	['continents']	0	0	0	0	0	0	[]	0	0	[]	0	0	[]	0	0	[]	2	1	['Atlantic', 'Atlantic']
1951_3_2_127-141_3031237	1951	7016	0	0	[]	0	0	[]	1	1	['island']	1	1	['Continental']	4	1	0	0	0	0	[]	0	0	[]	0	0	[]	0	0	[]	0	0	[]
1951_3_2_142-151_3031238	1951	3967	0	0	[]	0	0	[]	0	0	[]	3	1	['continental', 'continental', 'continental']	0	0	0	0	0	0	[]	0	0	[]	0	0	[]	0	0	[]	3	1	['Atlantic', 'Atlantic', 'Atlantic']
