Article ID	Year	Word Count	Archi Count	Archi Y/N	Archi Words	Ocean Count	Ocean Y/N	Ocean Words	Island Count	Island Y/N	Island Words	Continent Count	Continent Y/N	Continent Words	Water Count	Water Y/N	Sea Count	Sea Y/N	Mainland Count	Mainland Y/N	Mainland Words	Insular Count	Insular Y/N	Insular Words	Transnational Count	Transnational Y/N	Transnational Words	Pacific Count	Pacific Y/N	Pacific Words	Atlantic Count	Atlantic Y/N	Atlantic Words
1929_1_1_101-103_2919742	1929	1193	0	0	[]	0	0	[]	0	0	[]	1	1	['continent']	0	0	0	0	0	0	[]	0	0	[]	0	0	[]	0	0	[]	0	0	[]
1929_1_1_103-104_2919743	1929	540	0	0	[]	0	0	[]	0	0	[]	0	0	[]	0	0	3	1	0	0	[]	0	0	[]	0	0	[]	0	0	[]	0	0	[]
1929_1_1_104-105_2919744	1929	736	0	0	[]	0	0	[]	0	0	[]	0	0	[]	0	0	1	1	0	0	[]	0	0	[]	0	0	[]	0	0	[]	0	0	[]
1929_1_1_105-106_2919745	1929	358	0	0	[]	0	0	[]	0	0	[]	0	0	[]	0	0	0	0	0	0	[]	0	0	[]	0	0	[]	0	0	[]	0	0	[]
1929_1_1_106-107_2919746	1929	395	0	0	[]	0	0	[]	0	0	[]	0	0	[]	0	0	0	0	0	0	[]	0	0	[]	0	0	[]	0	0	[]	0	0	[]
1929_1_1_107-111_2919747	1929	1623	0	0	[]	0	0	[]	0	0	[]	0	0	[]	0	0	0	0	0	0	[]	0	0	[]	0	0	[]	0	0	[]	0	0	[]
1929_1_1_14-26_2919727	1929	6439	0	0	[]	0	0	[]	0	0	[]	0	0	[]	1	1	0	0	0	0	[]	0	0	[]	0	0	[]	0	0	[]	1	1	['Atlantic']
1929_1_1_2-2_51000293	1929	322	0	0	[]	0	0	[]	0	0	[]	0	0	[]	0	0	0	0	0	0	[]	0	0	[]	0	0	[]	0	0	[]	0	0	[]
1929_1_1_27-31_2919728	1929	2007	0	0	[]	1	1	['ocean']	0	0	[]	0	0	[]	0	0	0	0	0	0	[]	0	0	[]	0	0	[]	0	0	[]	0	0	[]
1929_1_1_3-13_2919726	1929	4776	0	0	[]	1	1	['Ocean-epic']	1	1	['island']	0	0	[]	0	0	1	1	0	0	[]	0	0	[]	0	0	[]	1	1	['Pacific']	1	1	['Atlantic']
1929_1_1_32-39_2919729	1929	3627	0	0	[]	0	0	[]	0	0	[]	0	0	[]	0	0	0	0	0	0	[]	0	0	[]	0	0	[]	0	0	[]	0	0	[]
1929_1_1_40-68_2919730	1929	13143	0	0	[]	0	0	[]	6	1	['Island', 'Island', 'Isles', 'Island', 'Island', 'Island']	1	1	['Continental']	2	1	2	1	0	0	[]	0	0	[]	0	0	[]	0	0	[]	0	0	[]
1929_1_1_69-74_2919731	1929	1975	0	0	[]	0	0	[]	0	0	[]	0	0	[]	0	0	0	0	0	0	[]	0	0	[]	0	0	[]	0	0	[]	0	0	[]
1929_1_1_75-75_2919732	1929	406	0	0	[]	0	0	[]	0	0	[]	0	0	[]	0	0	0	0	0	0	[]	0	0	[]	0	0	[]	0	0	[]	0	0	[]
1929_1_1_76-76_2919733	1929	284	0	0	[]	0	0	[]	0	0	[]	0	0	[]	0	0	0	0	0	0	[]	0	0	[]	0	0	[]	0	0	[]	0	0	[]
1929_1_1_77-77_2919734	1929	553	0	0	[]	0	0	[]	0	0	[]	0	0	[]	0	0	0	0	0	0	[]	0	0	[]	0	0	[]	0	0	[]	0	0	[]
1929_1_1_78-78_2919735	1929	261	0	0	[]	0	0	[]	0	0	[]	0	0	[]	0	0	0	0	0	0	[]	0	0	[]	0	0	[]	0	0	[]	0	0	[]
1929_1_1_79-85_2919736	1929	3105	0	0	[]	0	0	[]	0	0	[]	0	0	[]	0	0	0	0	0	0	[]	0	0	[]	0	0	[]	0	0	[]	2	1	['transatlantic', 'Atlantic']
1929_1_1_85-89_2919737	1929	2091	0	0	[]	0	0	[]	0	0	[]	0	0	[]	0	0	0	0	0	0	[]	0	0	[]	0	0	[]	0	0	[]	0	0	[]
1929_1_1_89-92_2919738	1929	1939	0	0	[]	0	0	[]	0	0	[]	0	0	[]	0	0	0	0	0	0	[]	0	0	[]	0	0	[]	0	0	[]	0	0	[]
1929_1_1_92-96_2919739	1929	1953	0	0	[]	0	0	[]	0	0	[]	0	0	[]	0	0	0	0	0	0	[]	0	0	[]	0	0	[]	0	0	[]	0	0	[]
1929_1_1_96-97_2919740	1929	813	0	0	[]	0	0	[]	0	0	[]	0	0	[]	1	1	0	0	0	0	[]	0	0	[]	0	0	[]	0	0	[]	0	0	[]
1929_1_1_98-100_2919741	1929	1564	0	0	[]	0	0	[]	0	0	[]	0	0	[]	0	0	2	1	0	0	[]	0	0	[]	0	0	[]	0	0	[]	1	1	['Atlantic']
1929_1_2_115-130_2919902	1929	6954	0	0	[]	0	0	[]	0	0	[]	2	1	['continental', 'Continental']	0	0	0	0	0	0	[]	0	0	[]	0	0	[]	0	0	[]	0	0	[]
1929_1_2_131-148_2919903	1929	9702	0	0	[]	1	1	['ocean']	0	0	[]	0	0	[]	5	1	0	0	0	0	[]	0	0	[]	0	0	[]	0	0	[]	1	1	['Atlantic']
1929_1_2_149-160_2919904	1929	4661	0	0	[]	0	0	[]	0	0	[]	0	0	[]	0	0	0	0	0	0	[]	0	0	[]	0	0	[]	0	0	[]	0	0	[]
1929_1_2_161-170_2919905	1929	3522	0	0	[]	0	0	[]	0	0	[]	1	1	['continent']	0	0	1	1	0	0	[]	0	0	[]	0	0	[]	0	0	[]	0	0	[]
1929_1_2_171-182_2919906	1929	5060	0	0	[]	0	0	[]	0	0	[]	0	0	[]	2	1	2	1	0	0	[]	0	0	[]	0	0	[]	0	0	[]	1	1	['Atlantic']
1929_1_2_183-195_2919907	1929	5096	0	0	[]	0	0	[]	0	0	[]	0	0	[]	1	1	0	0	0	0	[]	0	0	[]	0	0	[]	0	0	[]	0	0	[]
1929_1_2_196-199_2919908	1929	1422	0	0	[]	0	0	[]	0	0	[]	0	0	[]	0	0	0	0	0	0	[]	0	0	[]	0	0	[]	0	0	[]	0	0	[]
1929_1_2_200-202_2919909	1929	1779	0	0	[]	0	0	[]	0	0	[]	0	0	[]	0	0	0	0	0	0	[]	0	0	[]	0	0	[]	0	0	[]	0	0	[]
1929_1_2_203-203_2919910	1929	334	0	0	[]	0	0	[]	0	0	[]	0	0	[]	0	0	0	0	0	0	[]	0	0	[]	0	0	[]	0	0	[]	0	0	[]
1929_1_2_204-206_2919911	1929	1295	0	0	[]	0	0	[]	0	0	[]	0	0	[]	0	0	0	0	0	0	[]	0	0	[]	0	0	[]	0	0	[]	0	0	[]
1929_1_2_206-212_2919912	1929	2646	0	0	[]	0	0	[]	0	0	[]	0	0	[]	0	0	0	0	0	0	[]	0	0	[]	0	0	[]	0	0	[]	0	0	[]
1929_1_2_212-213_2919913	1929	773	0	0	[]	0	0	[]	0	0	[]	0	0	[]	0	0	0	0	0	0	[]	0	0	[]	0	0	[]	0	0	[]	0	0	[]
1929_1_2_213-215_2919914	1929	693	0	0	[]	0	0	[]	0	0	[]	1	1	['Continent']	0	0	0	0	0	0	[]	0	0	[]	0	0	[]	0	0	[]	0	0	[]
1929_1_2_215-217_2919915	1929	1398	0	0	[]	0	0	[]	0	0	[]	0	0	[]	0	0	0	0	0	0	[]	0	0	[]	0	0	[]	0	0	[]	0	0	[]
1929_1_2_217-219_2919916	1929	683	0	0	[]	0	0	[]	0	0	[]	0	0	[]	0	0	0	0	0	0	[]	0	0	[]	0	0	[]	0	0	[]	0	0	[]
1929_1_2_219-221_2919917	1929	1151	0	0	[]	0	0	[]	0	0	[]	0	0	[]	0	0	0	0	0	0	[]	0	0	[]	0	0	[]	0	0	[]	0	0	[]
1929_1_2_221-222_2919918	1929	932	0	0	[]	0	0	[]	0	0	[]	0	0	[]	0	0	0	0	0	0	[]	0	0	[]	0	0	[]	0	0	[]	0	0	[]
1929_1_2_223-224_2919919	1929	653	0	0	[]	0	0	[]	0	0	[]	0	0	[]	0	0	0	0	0	0	[]	0	0	[]	0	0	[]	0	0	[]	0	0	[]
1929_1_2_224-225_2919920	1929	488	0	0	[]	0	0	[]	0	0	[]	0	0	[]	0	0	0	0	0	0	[]	0	0	[]	0	0	[]	0	0	[]	0	0	[]
1929_1_2_225-226_2919921	1929	685	0	0	[]	0	0	[]	0	0	[]	0	0	[]	0	0	0	0	0	0	[]	0	0	[]	0	0	[]	0	0	[]	0	0	[]
1929_1_2_226-227_2919922	1929	567	0	0	[]	0	0	[]	0	0	[]	0	0	[]	0	0	0	0	0	0	[]	0	0	[]	0	0	[]	0	0	[]	0	0	[]
1929_1_2_227-230_2919923	1929	1360	0	0	[]	0	0	[]	0	0	[]	0	0	[]	0	0	0	0	0	0	[]	0	0	[]	0	0	[]	0	0	[]	0	0	[]
1929_1_3_233-242_2920134	1929	3582	0	0	[]	1	1	['ocean']	0	0	[]	0	0	[]	0	0	1	1	0	0	[]	0	0	[]	0	0	[]	0	0	[]	0	0	[]
1929_1_3_243-259_2920135	1929	6780	0	0	[]	0	0	[]	0	0	[]	1	1	['continent']	0	0	0	0	0	0	[]	0	0	[]	0	0	[]	0	0	[]	9	1	['Atlantic', 'Atlantic', 'Atlantic', 'Atlantic', 'Atlantic', 'Atlantic', 'Atlantic', 'Atlantic', 'Atlantic']
1929_1_3_260-285_2920136	1929	11084	0	0	[]	0	0	[]	0	0	[]	0	0	[]	0	0	1	1	0	0	[]	0	0	[]	0	0	[]	0	0	[]	1	1	['Atlantic']
1929_1_3_286-296_2920137	1929	4494	0	0	[]	0	0	[]	0	0	[]	0	0	[]	0	0	0	0	0	0	[]	0	0	[]	0	0	[]	0	0	[]	0	0	[]
1929_1_3_297-303_2920138	1929	2575	0	0	[]	0	0	[]	0	0	[]	0	0	[]	0	0	0	0	0	0	[]	0	0	[]	0	0	[]	0	0	[]	0	0	[]
1929_1_3_304-305_2920139	1929	438	0	0	[]	0	0	[]	0	0	[]	0	0	[]	0	0	0	0	0	0	[]	0	0	[]	0	0	[]	0	0	[]	0	0	[]
1929_1_3_305-305_2920140	1929	295	0	0	[]	0	0	[]	0	0	[]	0	0	[]	0	0	0	0	0	0	[]	0	0	[]	0	0	[]	0	0	[]	0	0	[]
1929_1_3_306-307_2920141	1929	520	0	0	[]	0	0	[]	0	0	[]	0	0	[]	0	0	0	0	0	0	[]	0	0	[]	0	0	[]	0	0	[]	0	0	[]
1929_1_3_307-309_2920142	1929	985	0	0	[]	0	0	[]	2	1	['island', 'isle']	1	1	['continent']	0	0	0	0	0	0	[]	0	0	[]	0	0	[]	0	0	[]	0	0	[]
1929_1_3_310-310_2920143	1929	54	0	0	[]	0	0	[]	0	0	[]	0	0	[]	0	0	0	0	0	0	[]	0	0	[]	0	0	[]	0	0	[]	0	0	[]
1929_1_3_310-311_2920144	1929	465	0	0	[]	0	0	[]	0	0	[]	0	0	[]	0	0	0	0	0	0	[]	0	0	[]	0	0	[]	0	0	[]	0	0	[]
1929_1_3_312-323_2920145	1929	4364	0	0	[]	0	0	[]	2	1	['Island', 'Island']	0	0	[]	0	0	2	1	0	0	[]	0	0	[]	0	0	[]	0	0	[]	4	1	['Atlantic', 'Atlantic', 'Atlantic', 'Atlantic']
1929_1_3_324-327_2920146	1929	1779	0	0	[]	0	0	[]	0	0	[]	0	0	[]	0	0	0	0	0	0	[]	0	0	[]	0	0	[]	0	0	[]	0	0	[]
1929_1_3_327-330_2920147	1929	1084	0	0	[]	0	0	[]	0	0	[]	0	0	[]	0	0	0	0	0	0	[]	0	0	[]	0	0	[]	0	0	[]	0	0	[]
1929_1_3_330-331_2920148	1929	620	0	0	[]	0	0	[]	0	0	[]	0	0	[]	0	0	0	0	0	0	[]	0	0	[]	0	0	[]	0	0	[]	0	0	[]
1929_1_3_331-334_2920149	1929	1525	0	0	[]	0	0	[]	0	0	[]	0	0	[]	0	0	0	0	0	0	[]	0	0	[]	0	0	[]	0	0	[]	0	0	[]
1929_1_3_334-335_2920150	1929	239	0	0	[]	0	0	[]	0	0	[]	0	0	[]	0	0	0	0	0	0	[]	0	0	[]	0	0	[]	0	0	[]	0	0	[]
1929_1_3_335-336_2920151	1929	750	0	0	[]	1	1	['ocean']	0	0	[]	0	0	[]	0	0	0	0	0	0	[]	0	0	[]	0	0	[]	0	0	[]	0	0	[]
1929_1_3_337-339_2920152	1929	1185	0	0	[]	0	0	[]	0	0	[]	0	0	[]	0	0	0	0	0	0	[]	0	0	[]	0	0	[]	0	0	[]	0	0	[]
1929_1_3_339-340_2920153	1929	533	0	0	[]	0	0	[]	0	0	[]	0	0	[]	0	0	0	0	0	0	[]	0	0	[]	0	0	[]	0	0	[]	0	0	[]
1929_1_3_340-342_2920154	1929	688	0	0	[]	0	0	[]	0	0	[]	0	0	[]	0	0	0	0	0	0	[]	0	0	[]	0	0	[]	0	0	[]	0	0	[]
1929_1_3_342-343_2920155	1929	483	0	0	[]	0	0	[]	0	0	[]	0	0	[]	0	0	0	0	0	0	[]	0	0	[]	0	0	[]	0	0	[]	0	0	[]
1930_1_4_347-371_2920115	1930	8280	0	0	[]	1	1	['ocean']	0	0	[]	0	0	[]	0	0	0	0	0	0	[]	0	0	[]	0	0	[]	0	0	[]	0	0	[]
1930_1_4_372-392_2920116	1930	8051	0	0	[]	0	0	[]	0	0	[]	0	0	[]	2	1	3	1	0	0	[]	0	0	[]	0	0	[]	0	0	[]	0	0	[]
1930_1_4_393-404_2920117	1930	5176	0	0	[]	2	1	['ocean', 'Ocean']	0	0	[]	0	0	[]	7	1	2	1	0	0	[]	0	0	[]	0	0	[]	0	0	[]	0	0	[]
1930_1_4_405-418_2920118	1930	4718	0	0	[]	0	0	[]	2	1	['Island', 'Island']	1	1	['Continental']	0	0	0	0	0	0	[]	0	0	[]	0	0	[]	0	0	[]	0	0	[]
1930_1_4_419-421_2920119	1930	1062	0	0	[]	0	0	[]	2	1	['Island', 'Island']	0	0	[]	0	0	0	0	0	0	[]	0	0	[]	0	0	[]	0	0	[]	0	0	[]
1930_1_4_422-422_2920120	1930	238	0	0	[]	0	0	[]	0	0	[]	0	0	[]	0	0	0	0	0	0	[]	0	0	[]	0	0	[]	0	0	[]	0	0	[]
1930_1_4_423-433_2920121	1930	4125	0	0	[]	0	0	[]	3	1	['Island', 'Island', 'Island']	0	0	[]	0	0	0	0	0	0	[]	0	0	[]	0	0	[]	0	0	[]	3	1	['Atlantic', 'Atlantic', 'Atlantic']
1930_1_4_434-439_2920122	1930	2503	0	0	[]	0	0	[]	0	0	[]	0	0	[]	0	0	0	0	0	0	[]	0	0	[]	0	0	[]	1	1	['Pacific']	0	0	[]
1930_1_4_439-442_2920123	1930	1322	0	0	[]	0	0	[]	1	1	['island']	0	0	[]	0	0	1	1	0	0	[]	0	0	[]	0	0	[]	0	0	[]	0	0	[]
1930_1_4_443-446_2920124	1930	1764	0	0	[]	0	0	[]	0	0	[]	0	0	[]	0	0	0	0	0	0	[]	0	0	[]	0	0	[]	0	0	[]	2	1	['Atlantic', 'Atlantic']
1930_1_4_446-448_2920125	1930	966	0	0	[]	0	0	[]	0	0	[]	0	0	[]	0	0	0	0	0	0	[]	0	0	[]	0	0	[]	0	0	[]	0	0	[]
1930_1_4_448-450_2920126	1930	1119	0	0	[]	0	0	[]	0	0	[]	0	0	[]	0	0	0	0	0	0	[]	0	0	[]	0	0	[]	0	0	[]	0	0	[]
1930_1_4_451-453_2920127	1930	1129	0	0	[]	0	0	[]	0	0	[]	0	0	[]	0	0	0	0	0	0	[]	0	0	[]	0	0	[]	0	0	[]	0	0	[]
1930_1_4_453-454_2920128	1930	651	0	0	[]	0	0	[]	0	0	[]	0	0	[]	0	0	0	0	0	0	[]	0	0	[]	0	0	[]	0	0	[]	0	0	[]
1930_1_4_454-456_2920129	1930	687	0	0	[]	0	0	[]	0	0	[]	0	0	[]	0	0	0	0	0	0	[]	0	0	[]	0	0	[]	0	0	[]	0	0	[]
1930_1_4_456-457_2920130	1930	702	0	0	[]	0	0	[]	0	0	[]	0	0	[]	0	0	0	0	0	0	[]	0	0	[]	0	0	[]	0	0	[]	0	0	[]
1930_1_4_457-459_2920131	1930	821	0	0	[]	0	0	[]	0	0	[]	0	0	[]	0	0	0	0	0	0	[]	0	0	[]	0	0	[]	0	0	[]	0	0	[]
1930_1_4_459-461_2920132	1930	1110	0	0	[]	0	0	[]	1	1	['island']	0	0	[]	0	0	0	0	0	0	[]	0	0	[]	0	0	[]	0	0	[]	0	0	[]
1930_1_4_461-470_2920133	1930	3818	0	0	[]	0	0	[]	0	0	[]	0	0	[]	1	1	0	0	0	0	[]	0	0	[]	0	0	[]	0	0	[]	0	0	[]
1930_2_1_100-101_2919943	1930	618	0	0	[]	0	0	[]	0	0	[]	0	0	[]	0	0	0	0	0	0	[]	0	0	[]	0	0	[]	0	0	[]	0	0	[]
1930_2_1_101-102_2919944	1930	416	0	0	[]	0	0	[]	1	1	['Island']	0	0	[]	0	0	0	0	0	0	[]	0	0	[]	0	0	[]	0	0	[]	0	0	[]
1930_2_1_102-104_2919945	1930	758	0	0	[]	0	0	[]	0	0	[]	0	0	[]	0	0	0	0	0	0	[]	0	0	[]	0	0	[]	0	0	[]	0	0	[]
1930_2_1_104-105_2919946	1930	654	0	0	[]	0	0	[]	0	0	[]	0	0	[]	0	0	0	0	0	0	[]	0	0	[]	0	0	[]	0	0	[]	0	0	[]
1930_2_1_105-106_2919947	1930	581	0	0	[]	0	0	[]	0	0	[]	0	0	[]	0	0	0	0	0	0	[]	0	0	[]	0	0	[]	0	0	[]	0	0	[]
1930_2_1_107-107_2919948	1930	378	0	0	[]	0	0	[]	0	0	[]	0	0	[]	0	0	0	0	0	0	[]	0	0	[]	0	0	[]	0	0	[]	0	0	[]
1930_2_1_107-108_2919949	1930	192	0	0	[]	0	0	[]	0	0	[]	0	0	[]	0	0	0	0	0	0	[]	0	0	[]	0	0	[]	0	0	[]	0	0	[]
1930_2_1_15-20_2919927	1930	2024	0	0	[]	0	0	[]	0	0	[]	0	0	[]	0	0	0	0	0	0	[]	0	0	[]	0	0	[]	0	0	[]	0	0	[]
1930_2_1_21-24_2919928	1930	1845	0	0	[]	0	0	[]	0	0	[]	0	0	[]	0	0	0	0	0	0	[]	0	0	[]	0	0	[]	0	0	[]	1	1	['Atlantic']
1930_2_1_25-53_2919929	1930	11289	0	0	[]	0	0	[]	2	1	['Island', 'island']	0	0	[]	3	1	0	0	0	0	[]	0	0	[]	0	0	[]	0	0	[]	0	0	[]
1930_2_1_3-14_2919926	1930	4950	0	0	[]	0	0	[]	1	1	['Isles']	0	0	[]	1	1	0	0	0	0	[]	0	0	[]	0	0	[]	0	0	[]	0	0	[]
1930_2_1_54-71_2919930	1930	8562	0	0	[]	0	0	[]	0	0	[]	0	0	[]	5	1	0	0	0	0	[]	0	0	[]	0	0	[]	0	0	[]	2	1	['Atlantic', 'transatlantic']
1930_2_1_72-78_2919931	1930	3111	0	0	[]	2	1	['Ocean', 'Ocean']	3	1	['islands', 'Islands', 'Islands']	1	1	['Continent']	18	1	1	1	0	0	[]	0	0	[]	0	0	[]	0	0	[]	1	1	['Atlantic']
1930_2_1_79-82_2919932	1930	1234	0	0	[]	0	0	[]	0	0	[]	2	1	['Continental', 'Continental']	0	0	0	0	0	0	[]	0	0	[]	0	0	[]	0	0	[]	0	0	[]
1930_2_1_82-83_2919933	1930	563	0	0	[]	0	0	[]	0	0	[]	0	0	[]	0	0	0	0	0	0	[]	0	0	[]	0	0	[]	0	0	[]	0	0	[]
1930_2_1_84-85_2919934	1930	359	0	0	[]	0	0	[]	0	0	[]	0	0	[]	0	0	0	0	0	0	[]	0	0	[]	0	0	[]	0	0	[]	0	0	[]
1930_2_1_85-87_2919935	1930	915	0	0	[]	0	0	[]	0	0	[]	0	0	[]	0	0	0	0	0	0	[]	0	0	[]	0	0	[]	0	0	[]	0	0	[]
1930_2_1_88-91_2919936	1930	1580	0	0	[]	0	0	[]	0	0	[]	0	0	[]	0	0	0	0	0	0	[]	0	0	[]	0	0	[]	0	0	[]	0	0	[]
1930_2_1_91-93_2919937	1930	1047	0	0	[]	0	0	[]	0	0	[]	0	0	[]	0	0	0	0	0	0	[]	0	0	[]	0	0	[]	0	0	[]	0	0	[]
1930_2_1_93-94_2919938	1930	590	0	0	[]	0	0	[]	0	0	[]	0	0	[]	0	0	0	0	0	0	[]	0	0	[]	0	0	[]	0	0	[]	0	0	[]
1930_2_1_95-96_2919939	1930	643	0	0	[]	0	0	[]	0	0	[]	0	0	[]	0	0	0	0	0	0	[]	0	0	[]	0	0	[]	0	0	[]	0	0	[]
1930_2_1_96-97_2919940	1930	501	0	0	[]	0	0	[]	2	1	['Island', 'Island']	0	0	[]	0	0	0	0	0	0	[]	0	0	[]	0	0	[]	0	0	[]	0	0	[]
1930_2_1_97-99_2919941	1930	781	0	0	[]	0	0	[]	0	0	[]	0	0	[]	0	0	0	0	0	0	[]	0	0	[]	0	0	[]	0	0	[]	0	0	[]
1930_2_1_99-100_2919942	1930	449	0	0	[]	0	0	[]	0	0	[]	0	0	[]	0	0	0	0	0	0	[]	0	0	[]	0	0	[]	0	0	[]	0	0	[]
1930_2_2_111-120_2920014	1930	4470	0	0	[]	0	0	[]	0	0	[]	11	1	['Continental', 'Continental', 'Continental', 'Continental', 'Continental', 'Continental', 'Continental', 'Continental', 'Continental', 'Continental', 'Continental']	0	0	0	0	0	0	[]	0	0	[]	0	0	[]	0	0	[]	1	1	['Atlantic']
1930_2_2_121-130_2920015	1930	3234	0	0	[]	1	1	['ocean']	1	1	['isle']	0	0	[]	1	1	3	1	0	0	[]	0	0	[]	0	0	[]	0	0	[]	1	1	['Atlantic']
1930_2_2_131-140_2920016	1930	3656	0	0	[]	0	0	[]	0	0	[]	0	0	[]	0	0	0	0	0	0	[]	0	0	[]	0	0	[]	0	0	[]	1	1	['Atlantic']
1930_2_2_141-156_2920017	1930	6206	0	0	[]	0	0	[]	0	0	[]	0	0	[]	0	0	0	0	0	0	[]	0	0	[]	0	0	[]	0	0	[]	0	0	[]
1930_2_2_157-165_2920018	1930	3459	0	0	[]	0	0	[]	0	0	[]	0	0	[]	0	0	2	1	0	0	[]	0	0	[]	0	0	[]	0	0	[]	0	0	[]
1930_2_2_166-168_2920019	1930	982	0	0	[]	0	0	[]	1	1	['Island']	0	0	[]	0	0	0	0	0	0	[]	0	0	[]	0	0	[]	0	0	[]	0	0	[]
1930_2_2_168-172_2920020	1930	1486	0	0	[]	0	0	[]	2	1	['Island', 'Island']	2	1	['Continental', 'Continental']	0	0	0	0	0	0	[]	0	0	[]	0	0	[]	0	0	[]	0	0	[]
1930_2_2_172-173_2920021	1930	416	0	0	[]	0	0	[]	0	0	[]	0	0	[]	0	0	0	0	0	0	[]	0	0	[]	0	0	[]	0	0	[]	0	0	[]
1930_2_2_173-174_2920022	1930	716	0	0	[]	0	0	[]	0	0	[]	0	0	[]	0	0	0	0	0	0	[]	0	0	[]	0	0	[]	0	0	[]	0	0	[]
1930_2_2_175-175_2920023	1930	203	0	0	[]	0	0	[]	0	0	[]	0	0	[]	0	0	0	0	0	0	[]	0	0	[]	0	0	[]	0	0	[]	0	0	[]
1930_2_2_176-184_2920024	1930	3434	0	0	[]	0	0	[]	0	0	[]	0	0	[]	0	0	1	1	0	0	[]	0	0	[]	0	0	[]	1	1	['Pacific']	0	0	[]
1930_2_2_185-187_2920025	1930	1066	0	0	[]	0	0	[]	0	0	[]	0	0	[]	0	0	0	0	0	0	[]	0	0	[]	0	0	[]	0	0	[]	0	0	[]
1930_2_2_187-189_2920026	1930	1107	0	0	[]	0	0	[]	0	0	[]	0	0	[]	0	0	0	0	0	0	[]	0	0	[]	0	0	[]	0	0	[]	0	0	[]
1930_2_2_189-191_2920027	1930	1149	0	0	[]	0	0	[]	0	0	[]	0	0	[]	0	0	1	1	0	0	[]	0	0	[]	0	0	[]	0	0	[]	0	0	[]
1930_2_2_192-194_2920028	1930	980	0	0	[]	0	0	[]	0	0	[]	0	0	[]	0	0	0	0	0	0	[]	0	0	[]	0	0	[]	0	0	[]	0	0	[]
1930_2_2_194-195_2920029	1930	575	0	0	[]	0	0	[]	0	0	[]	0	0	[]	0	0	0	0	0	0	[]	0	0	[]	0	0	[]	0	0	[]	0	0	[]
1930_2_2_195-196_2920030	1930	535	0	0	[]	0	0	[]	0	0	[]	0	0	[]	0	0	0	0	0	0	[]	0	0	[]	0	0	[]	0	0	[]	0	0	[]
1930_2_2_196-197_2920031	1930	282	0	0	[]	0	0	[]	0	0	[]	0	0	[]	0	0	0	0	0	0	[]	0	0	[]	0	0	[]	0	0	[]	0	0	[]
1930_2_2_197-199_2920032	1930	951	0	0	[]	0	0	[]	0	0	[]	0	0	[]	0	0	0	0	0	0	[]	0	0	[]	0	0	[]	0	0	[]	0	0	[]
1930_2_2_199-200_2920033	1930	461	0	0	[]	0	0	[]	0	0	[]	0	0	[]	0	0	0	0	0	0	[]	0	0	[]	0	0	[]	0	0	[]	0	0	[]
1930_2_2_200-201_2920034	1930	558	0	0	[]	0	0	[]	0	0	[]	0	0	[]	0	0	0	0	0	0	[]	0	0	[]	0	0	[]	0	0	[]	0	0	[]
1930_2_2_201-202_2920035	1930	580	0	0	[]	0	0	[]	0	0	[]	0	0	[]	0	0	0	0	0	0	[]	0	0	[]	0	0	[]	0	0	[]	0	0	[]
1930_2_2_202-207_2920036	1930	1995	0	0	[]	0	0	[]	0	0	[]	0	0	[]	0	0	0	0	0	0	[]	0	0	[]	0	0	[]	0	0	[]	0	0	[]
1930_2_3_209-231_2920231	1930	9545	0	0	[]	0	0	[]	0	0	[]	0	0	[]	0	0	0	0	0	0	[]	0	0	[]	0	0	[]	0	0	[]	0	0	[]
1930_2_3_232-235_2920232	1930	1486	0	0	[]	1	1	['Ocean']	0	0	[]	0	0	[]	0	0	0	0	0	0	[]	0	0	[]	0	0	[]	1	1	['Pacific']	0	0	[]
1930_2_3_236-247_2920233	1930	5241	0	0	[]	0	0	[]	0	0	[]	0	0	[]	0	0	0	0	0	0	[]	0	0	[]	0	0	[]	0	0	[]	1	1	['Atlantic']
1930_2_3_248-255_2920234	1930	2966	0	0	[]	0	0	[]	1	1	['Island']	0	0	[]	0	0	0	0	0	0	[]	0	0	[]	0	0	[]	0	0	[]	0	0	[]
1930_2_3_256-276_2920235	1930	8355	0	0	[]	0	0	[]	1	1	['Isle']	0	0	[]	0	0	0	0	0	0	[]	0	0	[]	0	0	[]	0	0	[]	1	1	['Atlantic']
1930_2_3_277-280_2920236	1930	1453	0	0	[]	0	0	[]	0	0	[]	1	1	['continent']	0	0	0	0	0	0	[]	0	0	[]	0	0	[]	0	0	[]	0	0	[]
1930_2_3_281-283_2920237	1930	1044	0	0	[]	0	0	[]	1	1	['Islands']	0	0	[]	0	0	3	1	0	0	[]	0	0	[]	0	0	[]	0	0	[]	0	0	[]
1930_2_3_283-286_2920238	1930	911	0	0	[]	0	0	[]	0	0	[]	0	0	[]	0	0	0	0	0	0	[]	0	0	[]	0	0	[]	0	0	[]	0	0	[]
1930_2_3_286-289_2920239	1930	1420	0	0	[]	0	0	[]	1	1	['Island']	0	0	[]	0	0	0	0	0	0	[]	0	0	[]	0	0	[]	0	0	[]	0	0	[]
1930_2_3_289-292_2920240	1930	1331	0	0	[]	0	0	[]	0	0	[]	0	0	[]	0	0	0	0	0	0	[]	0	0	[]	0	0	[]	0	0	[]	0	0	[]
1930_2_3_292-294_2920241	1930	1150	0	0	[]	0	0	[]	0	0	[]	0	0	[]	0	0	0	0	0	0	[]	0	0	[]	0	0	[]	0	0	[]	0	0	[]
